Profile,State,Exempt,Description,Status,Category,Classification,Type
SAP Plant Maintenance,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft HRMS,Monitor,False,,Not Applicable,Operational management,Preventive,Establish/Maintain Documentation
Sales Force Automation,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft CRM,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
Securities Lending,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft Reporting,Monitor,False,,Non Compliant,Operational management,Preventive,Establish/Maintain Documentation
Windows Mobile,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
SAP Labor Distribution,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
SAP Controlling,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
Retail Client Registration,Monitor,True,,Compliant,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft Financials,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
ServiceNow Enterprise Services,Attest,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft Enterprise Services,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
Client Services,Monitor,False,,Not Applicable,Operational management,Preventive,Establish/Maintain Documentation
Retail POS (Point of Sale),Monitor,False,,Not Applicable,Operational management,Preventive,Establish/Maintain Documentation
Email,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
Blackberry,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
SAP Payroll,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
SAP Materials Management,Monitor,False,,Not Applicable,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft Governance,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
PeopleSoft Asset Lifecycle Management,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
Workday Enterprise Services,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
E-Commerce,Monitor,False,,Not Applicable,Operational management,Preventive,Establish/Maintain Documentation
OpenText Enterprise Services,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
This Service-now instance,Monitor,False,Establish and maintain a change control program.,Compliant,Operational management,Preventive,Establish/Maintain Documentation
SAP Financial Accounting,Monitor,False,Establish and maintain a patch management program.,Not Applicable,Operational management,Preventive,Process or Activity
Retail Adding Points,Monitor,False,Establish and maintain a patch management program.,Compliant,Operational management,Preventive,Process or Activity
Retail,Monitor,False,Establish and maintain a patch management program.,Compliant,Operational management,Preventive,Process or Activity
Electronic Messaging,Monitor,False,Establish and maintain a patch management program.,Non Compliant,Operational management,Preventive,Process or Activity
Outlook Web Access (OWA),Monitor,False,Establish and maintain a patch management program.,Not Applicable,Operational management,Preventive,Process or Activity
SAP Human Resources,Monitor,False,Establish and maintain a patch management program.,Compliant,Operational management,Preventive,Process or Activity
PeopleSoft Supply Chain Management,Monitor,False,Establish and maintain a patch management program.,Compliant,Operational management,Preventive,Process or Activity
Bond Trading - DR,Monitor,False,Establish and maintain a patch management program.,Compliant,Operational management,Preventive,Process or Activity
Bond Trading,Monitor,False,Establish and maintain a patch management program.,Not Applicable,Operational management,Preventive,Process or Activity
